Código del ámbito,Ámbito,Código del área (M49),Área,Código del elemento,Elemento,Código del producto (CPC),Producto,Código del año,Año,Código fuente,Fuente,Unidad,Valor,Símbolo,Descripción del Símbolo,Nota
"GLE","Emissiones derivadas del sector ganadero","142","Asia","72360","Estiércol depositado en las pasturas (emisiones indirectas N2O)","02123","Caprinos","1963","1963","3050","FAO TIER 1","kilotones","20.8889","E","Valor estimado",""
"GLE","Emissiones derivadas del sector ganadero","142","Asia","723602","Indirect emissions (N2O that leaches) (Manure on pasture)","02123","Caprinos","1963","1963","3050","FAO TIER 1","kilotones","11.0588","E","Valor estimado",""
"GLE","Emissiones derivadas del sector ganadero","142","Asia","723601","Indirect emissions (N2O that volatilises) (Manure on pasture)","02123","Caprinos","1963","1963","3050","FAO TIER 1","kilotones","9.8301","E","Valor estimado",""
"GLE","Emissiones derivadas del sector ganadero","142","Asia","72381","Estiércol aplicado a los suelos (N contenido)","02123","Caprinos","1963","1963","3050","FAO TIER 1","kg","140622696.6761","E","Valor estimado",""
"GLE","Emissiones derivadas del sector ganadero","142","Asia","723812","Estiércol aplicado a los suelos que lixivia (N contenido)","02123","Caprinos","1963","1963","3050","FAO TIER 1","kg","42186809.0028","E","Valor estimado",""
"GLE","Emissiones derivadas del sector ganadero","142","Asia","723811","Estiércol aplicado a los suelos que se volatiliza (N contenido)","02123","Caprinos","1963","1963","3050","FAO TIER 1","kg","28124539.3352","E","Valor estimado",""
"GLE","Emissiones derivadas del sector ganadero","142","Asia","72301","Emisiones (N2O) (Estiércol depositado)","02123","Caprinos","1963","1963","3050","FAO TIER 1","kilotones","3.1489","E","Valor estimado",""
"GLE","Emissiones derivadas del sector ganadero","142","Asia","72341","Estiércol aplicado a los suelos (emisiones directas N2O)","02123","Caprinos","1963","1963","3050","FAO TIER 1","kilotones","2.2098","E","Valor estimado",""
"GLE","Emissiones derivadas del sector ganadero","142","Asia","72361","Estiércol aplicado a los suelos (emisiones indirectas N2O)","02123","Caprinos","1963","1963","3050","FAO TIER 1","kilotones","0.9392","E","Valor estimado",""
"GLE","Emissiones derivadas del sector ganadero","142","Asia","723612","Indirect emissions (N2O that leaches) (Manure applied)","02123","Caprinos","1963","1963","3050","FAO TIER 1","kilotones","0.4972","E","Valor estimado",""
"GLE","Emissiones derivadas del sector ganadero","142","Asia","723611","Indirect emissions (N2O that volatilises) (Manure applied)","02123","Caprinos","1963","1963","3050","FAO TIER 1","kilotones","0.442","E","Valor estimado",""
"GLE","Emissiones derivadas del sector ganadero","142","Asia","5111","Existencias","02123","Caprinos","1964","1964","3050","FAO TIER 1","Cabeza","215999976","E","Valor estimado",""
"GLE","Emissiones derivadas del sector ganadero","142","Asia","72431","Total derivado del sector ganadero (emisiones N2O)","02123","Caprinos","1964","1964","3050","FAO TIER 1","kilotones","73.7009","E","Valor estimado",""
"GLE","Emissiones derivadas del sector ganadero","142","Asia","72441","Total derivado del sector ganadero (emisiones CH4)","02123","Caprinos","1964","1964","3050","FAO TIER 1","kilotones","1111.665","E","Valor estimado",""
"GLE","Emissiones derivadas del sector ganadero","142","Asia","72254","Fermentación entérica (emisiones CH4)","02123","Caprinos","1964","1964","3050","FAO TIER 1","kilotones","1079.9999","E","Valor estimado",""
"GLE","Emissiones derivadas del sector ganadero","142","Asia","72386","Gestión del estiércol (estiércol gestionado, N contenido)","02123","Caprinos","1964","1964","3050","FAO TIER 1","kg","139649807.6094","E","Valor estimado",""
"GLE","Emissiones derivadas del sector ganadero","142","Asia","72256","Gestión del estiércol (emisiones CH4)","02123","Caprinos","1964","1964","3050","FAO TIER 1","kilotones","31.6651","E","Valor estimado",""
"GLE","Emissiones derivadas del sector ganadero","142","Asia","72306","Gestión del estiércol (emisiones N2O)","02123","Caprinos","1964","1964","3050","FAO TIER 1","kilotones","1.0972","E","Valor estimado",""
"GLE","Emissiones derivadas del sector ganadero","142","Asia","72346","Gestión del estiércol (emisiones directas N2O)","02123","Caprinos","1964","1964","3050","FAO TIER 1","kilotones","1.0972","E","Valor estimado",""
"GLE","Emissiones derivadas del sector ganadero","142","Asia","72366","Gestión del estiércol (emisiones indirectas N2O)","02123","Caprinos","1964","1964","3050","FAO TIER 1","kilotones","0","E","Valor estimado",""
"GLE","Emissiones derivadas del sector ganadero","142","Asia","72380","Estiércol depositado en las pasturas (N contenido)","02123","Caprinos","1964","1964","3050","FAO TIER 1","kg","3102617237.1756","E","Valor estimado",""
"GLE","Emissiones derivadas del sector ganadero","142","Asia","723802","Estiércol depositado en las pasturas que lixivia (N contenido)","02123","Caprinos","1964","1964","3050","FAO TIER 1","kg","930785171.1527","E","Valor estimado",""
"GLE","Emissiones derivadas del sector ganadero","142","Asia","723801","Estiércol depositado en las pasturas que se volatiliza (N contenido)","02123","Caprinos","1964","1964","3050","FAO TIER 1","kg","620523447.4351","E","Valor estimado",""
"GLE","Emissiones derivadas del sector ganadero","142","Asia","72300","Estiércol depositado en las pasturas (emisiones N2O)","02123","Caprinos","1964","1964","3050","FAO TIER 1","kilotones","69.4765","E","Valor estimado",""
"GLE","Emissiones derivadas del sector ganadero","142","Asia","72340","Estiércol depositado en las pasturas (emisiones directas N2O)","02123","Caprinos","1964","1964","3050","FAO TIER 1","kilotones","48.7554","E","Valor estimado",""
"GLE","Emissiones derivadas del sector ganadero","142","Asia","72360","Estiércol depositado en las pasturas (emisiones indirectas N2O)","02123","Caprinos","1964","1964","3050","FAO TIER 1","kilotones","20.7211","E","Valor estimado",""
"GLE","Emissiones derivadas del sector ganadero","142","Asia","723602","Indirect emissions (N2O that leaches) (Manure on pasture)","02123","Caprinos","1964","1964","3050","FAO TIER 1","kilotones","10.97","E","Valor estimado",""
"GLE","Emissiones derivadas del sector ganadero","142","Asia","723601","Indirect emissions (N2O that volatilises) (Manure on pasture)","02123","Caprinos","1964","1964","3050","FAO TIER 1","kilotones","9.7511","E","Valor estimado",""
"GLE","Emissiones derivadas del sector ganadero","142","Asia","72381","Estiércol aplicado a los suelos (N contenido)","02123","Caprinos","1964","1964","3050","FAO TIER 1","kg","139649807.6094","E","Valor estimado",""
"GLE","Emissiones derivadas del sector ganadero","142","Asia","723812","Estiércol aplicado a los suelos que lixivia (N contenido)","02123","Caprinos","1964","1964","3050","FAO TIER 1","kg","41894942.2828","E","Valor estimado",""
"GLE","Emissiones derivadas del sector ganadero","142","Asia","723811","Estiércol aplicado a los suelos que se volatiliza (N contenido)","02123","Caprinos","1964","1964","3050","FAO TIER 1","kg","27929961.5219","E","Valor estimado",""
"GLE","Emissiones derivadas del sector ganadero","142","Asia","72301","Emisiones (N2O) (Estiércol depositado)","02123","Caprinos","1964","1964","3050","FAO TIER 1","kilotones","3.1272","E","Valor estimado",""
