Código del ámbito,Ámbito,Código del área (M49),Área,Código del elemento,Elemento,Código del producto (CPC),Producto,Código del año,Año,Código fuente,Fuente,Unidad,Valor,Símbolo,Descripción del Símbolo,Nota
"GLE","Emissiones derivadas del sector ganadero","009","Oceanía","72256","Gestión del estiércol (emisiones CH4)","02123","Caprinos","1962","1962","3050","FAO TIER 1","kilotones","0.0493","E","Valor estimado",""
"GLE","Emissiones derivadas del sector ganadero","009","Oceanía","72306","Gestión del estiércol (emisiones N2O)","02123","Caprinos","1962","1962","3050","FAO TIER 1","kilotones","0","E","Valor estimado",""
"GLE","Emissiones derivadas del sector ganadero","009","Oceanía","72346","Gestión del estiércol (emisiones directas N2O)","02123","Caprinos","1962","1962","3050","FAO TIER 1","kilotones","0","E","Valor estimado",""
"GLE","Emissiones derivadas del sector ganadero","009","Oceanía","72366","Gestión del estiércol (emisiones indirectas N2O)","02123","Caprinos","1962","1962","3050","FAO TIER 1","kilotones","0","E","Valor estimado",""
"GLE","Emissiones derivadas del sector ganadero","009","Oceanía","72380","Estiércol depositado en las pasturas (N contenido)","02123","Caprinos","1962","1962","3050","FAO TIER 1","kg","4776818.656","E","Valor estimado",""
"GLE","Emissiones derivadas del sector ganadero","009","Oceanía","723802","Estiércol depositado en las pasturas que lixivia (N contenido)","02123","Caprinos","1962","1962","3050","FAO TIER 1","kg","1433045.5968","E","Valor estimado",""
"GLE","Emissiones derivadas del sector ganadero","009","Oceanía","723801","Estiércol depositado en las pasturas que se volatiliza (N contenido)","02123","Caprinos","1962","1962","3050","FAO TIER 1","kg","955363.7312","E","Valor estimado",""
"GLE","Emissiones derivadas del sector ganadero","009","Oceanía","72300","Estiércol depositado en las pasturas (emisiones N2O)","02123","Caprinos","1962","1962","3050","FAO TIER 1","kilotones","0.107","E","Valor estimado",""
"GLE","Emissiones derivadas del sector ganadero","009","Oceanía","72340","Estiércol depositado en las pasturas (emisiones directas N2O)","02123","Caprinos","1962","1962","3050","FAO TIER 1","kilotones","0.0751","E","Valor estimado",""
"GLE","Emissiones derivadas del sector ganadero","009","Oceanía","72360","Estiércol depositado en las pasturas (emisiones indirectas N2O)","02123","Caprinos","1962","1962","3050","FAO TIER 1","kilotones","0.0319","E","Valor estimado",""
"GLE","Emissiones derivadas del sector ganadero","009","Oceanía","723602","Indirect emissions (N2O that leaches) (Manure on pasture)","02123","Caprinos","1962","1962","3050","FAO TIER 1","kilotones","0.0169","E","Valor estimado",""
"GLE","Emissiones derivadas del sector ganadero","009","Oceanía","723601","Indirect emissions (N2O that volatilises) (Manure on pasture)","02123","Caprinos","1962","1962","3050","FAO TIER 1","kilotones","0.015","E","Valor estimado",""
"GLE","Emissiones derivadas del sector ganadero","009","Oceanía","72381","Estiércol aplicado a los suelos (N contenido)","02123","Caprinos","1962","1962","3050","FAO TIER 1","kg","0","E","Valor estimado",""
"GLE","Emissiones derivadas del sector ganadero","009","Oceanía","723812","Estiércol aplicado a los suelos que lixivia (N contenido)","02123","Caprinos","1962","1962","3050","FAO TIER 1","kg","0","E","Valor estimado",""
"GLE","Emissiones derivadas del sector ganadero","009","Oceanía","723811","Estiércol aplicado a los suelos que se volatiliza (N contenido)","02123","Caprinos","1962","1962","3050","FAO TIER 1","kg","0","E","Valor estimado",""
"GLE","Emissiones derivadas del sector ganadero","009","Oceanía","72301","Emisiones (N2O) (Estiércol depositado)","02123","Caprinos","1962","1962","3050","FAO TIER 1","kilotones","0","E","Valor estimado",""
"GLE","Emissiones derivadas del sector ganadero","009","Oceanía","72341","Estiércol aplicado a los suelos (emisiones directas N2O)","02123","Caprinos","1962","1962","3050","FAO TIER 1","kilotones","0","E","Valor estimado",""
"GLE","Emissiones derivadas del sector ganadero","009","Oceanía","72361","Estiércol aplicado a los suelos (emisiones indirectas N2O)","02123","Caprinos","1962","1962","3050","FAO TIER 1","kilotones","0","E","Valor estimado",""
"GLE","Emissiones derivadas del sector ganadero","009","Oceanía","723612","Indirect emissions (N2O that leaches) (Manure applied)","02123","Caprinos","1962","1962","3050","FAO TIER 1","kilotones","0","E","Valor estimado",""
"GLE","Emissiones derivadas del sector ganadero","009","Oceanía","723611","Indirect emissions (N2O that volatilises) (Manure applied)","02123","Caprinos","1962","1962","3050","FAO TIER 1","kilotones","0","E","Valor estimado",""
"GLE","Emissiones derivadas del sector ganadero","009","Oceanía","5111","Existencias","02123","Caprinos","1963","1963","3050","FAO TIER 1","Cabeza","316740","E","Valor estimado",""
"GLE","Emissiones derivadas del sector ganadero","009","Oceanía","72431","Total derivado del sector ganadero (emisiones N2O)","02123","Caprinos","1963","1963","3050","FAO TIER 1","kilotones","0.1182","E","Valor estimado",""
"GLE","Emissiones derivadas del sector ganadero","009","Oceanía","72441","Total derivado del sector ganadero (emisiones CH4)","02123","Caprinos","1963","1963","3050","FAO TIER 1","kilotones","1.6371","E","Valor estimado",""
"GLE","Emissiones derivadas del sector ganadero","009","Oceanía","72254","Fermentación entérica (emisiones CH4)","02123","Caprinos","1963","1963","3050","FAO TIER 1","kilotones","1.5837","E","Valor estimado",""
"GLE","Emissiones derivadas del sector ganadero","009","Oceanía","72386","Gestión del estiércol (estiércol gestionado, N contenido)","02123","Caprinos","1963","1963","3050","FAO TIER 1","kg","0","E","Valor estimado",""
"GLE","Emissiones derivadas del sector ganadero","009","Oceanía","72256","Gestión del estiércol (emisiones CH4)","02123","Caprinos","1963","1963","3050","FAO TIER 1","kilotones","0.0534","E","Valor estimado",""
"GLE","Emissiones derivadas del sector ganadero","009","Oceanía","72306","Gestión del estiércol (emisiones N2O)","02123","Caprinos","1963","1963","3050","FAO TIER 1","kilotones","0","E","Valor estimado",""
"GLE","Emissiones derivadas del sector ganadero","009","Oceanía","72346","Gestión del estiércol (emisiones directas N2O)","02123","Caprinos","1963","1963","3050","FAO TIER 1","kilotones","0","E","Valor estimado",""
"GLE","Emissiones derivadas del sector ganadero","009","Oceanía","72366","Gestión del estiércol (emisiones indirectas N2O)","02123","Caprinos","1963","1963","3050","FAO TIER 1","kilotones","0","E","Valor estimado",""
"GLE","Emissiones derivadas del sector ganadero","009","Oceanía","72380","Estiércol depositado en las pasturas (N contenido)","02123","Caprinos","1963","1963","3050","FAO TIER 1","kg","5277434.26","E","Valor estimado",""
"GLE","Emissiones derivadas del sector ganadero","009","Oceanía","723802","Estiércol depositado en las pasturas que lixivia (N contenido)","02123","Caprinos","1963","1963","3050","FAO TIER 1","kg","1583230.278","E","Valor estimado",""
"GLE","Emissiones derivadas del sector ganadero","009","Oceanía","723801","Estiércol depositado en las pasturas que se volatiliza (N contenido)","02123","Caprinos","1963","1963","3050","FAO TIER 1","kg","1055486.852","E","Valor estimado",""
"GLE","Emissiones derivadas del sector ganadero","009","Oceanía","72300","Estiércol depositado en las pasturas (emisiones N2O)","02123","Caprinos","1963","1963","3050","FAO TIER 1","kilotones","0.1182","E","Valor estimado",""
"GLE","Emissiones derivadas del sector ganadero","009","Oceanía","72340","Estiércol depositado en las pasturas (emisiones directas N2O)","02123","Caprinos","1963","1963","3050","FAO TIER 1","kilotones","0.0829","E","Valor estimado",""
"GLE","Emissiones derivadas del sector ganadero","009","Oceanía","72360","Estiércol depositado en las pasturas (emisiones indirectas N2O)","02123","Caprinos","1963","1963","3050","FAO TIER 1","kilotones","0.0352","E","Valor estimado",""
"GLE","Emissiones derivadas del sector ganadero","009","Oceanía","723602","Indirect emissions (N2O that leaches) (Manure on pasture)","02123","Caprinos","1963","1963","3050","FAO TIER 1","kilotones","0.0187","E","Valor estimado",""
"GLE","Emissiones derivadas del sector ganadero","009","Oceanía","723601","Indirect emissions (N2O that volatilises) (Manure on pasture)","02123","Caprinos","1963","1963","3050","FAO TIER 1","kilotones","0.0166","E","Valor estimado",""
"GLE","Emissiones derivadas del sector ganadero","009","Oceanía","72381","Estiércol aplicado a los suelos (N contenido)","02123","Caprinos","1963","1963","3050","FAO TIER 1","kg","0","E","Valor estimado",""
"GLE","Emissiones derivadas del sector ganadero","009","Oceanía","723812","Estiércol aplicado a los suelos que lixivia (N contenido)","02123","Caprinos","1963","1963","3050","FAO TIER 1","kg","0","E","Valor estimado",""
