Código del ámbito,Ámbito,Código del área (M49),Área,Código del elemento,Elemento,Código del producto (CPC),Producto,Código del año,Año,Código fuente,Fuente,Unidad,Valor,Símbolo,Descripción del Símbolo,Nota
"GLE","Emissiones derivadas del sector ganadero","019","Américas","72341","Estiércol aplicado a los suelos (emisiones directas N2O)","02123","Caprinos","1965","1965","3050","FAO TIER 1","kilotones","0.1058","E","Valor estimado",""
"GLE","Emissiones derivadas del sector ganadero","019","Américas","72361","Estiércol aplicado a los suelos (emisiones indirectas N2O)","02123","Caprinos","1965","1965","3050","FAO TIER 1","kilotones","0.045","E","Valor estimado",""
"GLE","Emissiones derivadas del sector ganadero","019","Américas","723612","Indirect emissions (N2O that leaches) (Manure applied)","02123","Caprinos","1965","1965","3050","FAO TIER 1","kilotones","0.0238","E","Valor estimado",""
"GLE","Emissiones derivadas del sector ganadero","019","Américas","723611","Indirect emissions (N2O that volatilises) (Manure applied)","02123","Caprinos","1965","1965","3050","FAO TIER 1","kilotones","0.0212","E","Valor estimado",""
"GLE","Emissiones derivadas del sector ganadero","019","Américas","5111","Existencias","02123","Caprinos","1966","1966","3050","FAO TIER 1","Cabeza","35586750","E","Valor estimado",""
"GLE","Emissiones derivadas del sector ganadero","019","Américas","72431","Total derivado del sector ganadero (emisiones N2O)","02123","Caprinos","1966","1966","3050","FAO TIER 1","kilotones","11.1852","E","Valor estimado",""
"GLE","Emissiones derivadas del sector ganadero","019","Américas","72441","Total derivado del sector ganadero (emisiones CH4)","02123","Caprinos","1966","1966","3050","FAO TIER 1","kilotones","183.77","E","Valor estimado",""
"GLE","Emissiones derivadas del sector ganadero","019","Américas","72254","Fermentación entérica (emisiones CH4)","02123","Caprinos","1966","1966","3050","FAO TIER 1","kilotones","177.9338","E","Valor estimado",""
"GLE","Emissiones derivadas del sector ganadero","019","Américas","72386","Gestión del estiércol (estiércol gestionado, N contenido)","02123","Caprinos","1966","1966","3050","FAO TIER 1","kg","6846032.8012","E","Valor estimado",""
"GLE","Emissiones derivadas del sector ganadero","019","Américas","72256","Gestión del estiércol (emisiones CH4)","02123","Caprinos","1966","1966","3050","FAO TIER 1","kilotones","5.8362","E","Valor estimado",""
"GLE","Emissiones derivadas del sector ganadero","019","Américas","72306","Gestión del estiércol (emisiones N2O)","02123","Caprinos","1966","1966","3050","FAO TIER 1","kilotones","0.0538","E","Valor estimado",""
"GLE","Emissiones derivadas del sector ganadero","019","Américas","72346","Gestión del estiércol (emisiones directas N2O)","02123","Caprinos","1966","1966","3050","FAO TIER 1","kilotones","0.0538","E","Valor estimado",""
